Price,Close,High,Low,Open,Volume,returns
Ticker,SPY,SPY,SPY,SPY,SPY,
date,,,,,,
2024-04-22,487.8472900390625,490.44409539983275,483.65920663681294,486.00217973304706,67961000,0.009167061910419926
2024-04-23,493.6363525390625,494.0659010467374,487.6617612136965,489.85830389464087,64633600,0.0117966910164524
2024-04-24,493.40203857421875,495.3154628683887,491.1762099647718,494.524709927698,55928100,-0.00047478187546691356
2024-04-25,491.5276794433594,492.28914639879576,485.6702321576898,487.3200821932215,69122400,-0.0038060815087098067
2024-04-26,496.1843566894531,497.765862650216,493.68518162682494,494.3197324417275,64306100,0.009429290275657226
2024-04-29,497.9416198730469,498.61522873285696,495.1983842873063,497.97090591945084,46415400,0.003535296441817665
2024-04-30,490.0535583496094,497.45345338662946,490.0535583496094,496.47721220645434,77483600,-0.015968153096321675
2024-05-01,488.46234130859375,496.11606953951656,487.9937347584278,489.46786865773555,80242800,-0.0032523098381237957
2024-05-02,493.03106689453125,493.8706497758126,487.6812546661218,492.17196991555153,62550200,0.009309810022769899
2024-05-03,499.1423645019531,500.37240813782097,496.4772153379588,499.0154483809272,72756700,0.012319166593925871
2024-05-06,504.2969665527344,504.3359947534281,501.1046384911043,501.54395898532556,47264700,0.010273959236030143
2024-05-07,504.85345458984375,506.2494725384783,504.17984569021877,505.2634592637331,52561300,0.0011028843309335956
2024-05-08,504.9021911621094,505.439111907815,502.90090860900597,503.01805278679507,42047200,9.653141828624296e-05
2024-05-09,507.8113708496094,507.8504586322259,504.4336144152066,505.0876793386549,43643700,0.005745331748304115
2024-05-10,508.46551513671875,510.22273745681827,507.2452135831723,509.4124405414531,52233200,0.0012873349506783353
2024-05-13,508.5338439941406,510.25203826517287,507.3916583240956,510.14466601949385,36716400,0.00013437345247308962
2024-05-14,510.86700439453125,511.38444082765227,508.19211305924,508.72903379839863,57535900,0.004577521154913071
2024-05-15,517.1931762695312,517.4860367605042,512.7024302627835,513.3370109807618,59504900,0.012307162253547733
2024-05-16,516.1289672851562,518.8917465910545,515.9825072697596,517.2906967075278,50244800,-0.002059782357850715
2024-05-17,516.8709106445312,516.9392546781255,514.7915121402848,516.2461019816988,59187600,0.0014364832035496022
2024-05-20,517.4663696289062,518.9307313200704,516.5975007250751,516.988021010064,37764200,0.001151382748188333
2024-05-21,518.735595703125,518.8918276886369,516.5000244352296,516.7050565718225,33437000,0.002449767036619519
2024-05-22,517.2418212890625,518.7549830261315,515.0647631915122,518.0423461143242,48390000,-0.002883799250416274
2024-05-23,513.4638671875,520.4049281460258,512.2532779910508,520.2975559093766,57211200,-0.0073308434466247295
2024-05-24,516.8612060546875,517.6715030328614,514.3620306627067,515.3089561408403,41291100,0.006594717081072719
2024-05-28,517.2222900390625,517.9056707197677,514.5864271763583,517.6713823915322,36269600,0.0006983652682099977
2024-05-29,513.6005249023438,514.7817983278129,512.8878878194378,513.1905202395113,45190300,-0.007026969111003327
2024-05-30,510.1933288574219,512.7218194340663,508.94377127799896,512.0579826598375,46377600,-0.006656044303182343
2024-05-31,514.8402709960938,514.967187107586,506.04432903435765,511.15011057316815,90785800,0.009066969072410105
2024-06-03,515.2601318359375,516.7342656913833,510.18366530067414,516.4511771729021,46835700,0.0008151843489045567
2024-06-04,515.8361206054688,516.5780734778808,512.4876203186922,513.9519821715993,34632700,0.0011172358120410402
